SMDG0008583-564252   2.24309 -56.71432   6.47  -0.18   0.05   0.09 0 0.49  -0.02   0.01   0.02 0 0.55  -0.05   0.02   0.00 0 -71.91  -0.87   0.00   0.88 0  24.04  -0.14   0.00   0.05 0  23.72  -0.14  -0.00   0.06 0  23.55  -0.14   0.00   0.09 0  19.19  -0.11  -0.01   0.06 0  18.87  -0.12  -0.01   0.07 0  18.69  -0.12  -0.01   0.10 0 0 0.01 0.04 0.03 0.02   0.57 0  9677 z_est   38.6 11.04  850  15 D
SMDG0008589-532717   2.24551 -53.45467   6.20  -0.13  -1.17   5.30 0 0.76  -0.07  -0.01   0.07 0 1.08  -0.01  -0.23   0.70 0 -87.99 -12.74   0.00  13.77 0  25.08  -0.75   0.24   0.04 0  24.36  -0.61   0.20   0.05 0  24.05  -0.60   0.19   0.07 0  20.69  -0.69   0.22   0.02 0  19.97  -0.57   0.15   0.05 0  19.65  -0.53   0.14   0.07 0 0 0.01 0.05 0.03 0.02   0.40 0 10679 z_est   49.1 11.44  558   7 D
SMDG0009126+033137   2.30248   3.52705   5.38  -0.29   0.01   0.50 0 0.55  -0.04   0.01   0.04 0 0.82  -0.07  -0.01   0.12 0 -10.43  -2.39   0.00   2.29 0  24.41  -0.26   0.05   0.07 0  23.98  -0.26   0.05   0.08 0  23.79  -0.28   0.05   0.12 0  20.25  -0.18  -0.00   0.09 0  19.82  -0.17  -0.01   0.10 0  19.63  -0.19   0.00   0.15 0 0 0.02 0.08 0.06 0.03   0.52 0     0 none     0.0  0.00    0   0 D
SMDG0009403-144006   2.41782 -14.66825   5.33  -0.14   0.04   0.08 0 0.43  -0.03   0.01   0.03 0 0.49  -0.07   0.04  -0.01 0 -49.26  -0.78   0.00   0.68 0  24.08  -0.13   0.00   0.06 0  23.79  -0.14  -0.00   0.08 0  23.55  -0.13  -0.01   0.10 0  19.70  -0.08  -0.01   0.07 0  19.41  -0.10  -0.02   0.09 0  19.17  -0.10  -0.02   0.11 0 0 0.03 0.09 0.06 0.04   0.53 0     0 none     0.0  0.00    0   0 D
SMDG0009403-565608   2.41792 -56.93548   8.61  -0.36  -0.23   1.35 0 0.52  -0.04   0.01   0.04 0 0.75  -0.06  -0.03   0.16 0  35.53  -2.63   0.00   2.73 0  25.21  -0.25   0.06   0.08 0  24.48  -0.21   0.04   0.08 0  24.10  -0.21   0.04   0.10 0  19.95  -0.25   0.05   0.08 0  19.22  -0.20   0.02   0.08 0  18.84  -0.20   0.02   0.11 0 0 0.01 0.03 0.02 0.01   0.49 0  9368 z_est   50.7 11.47  454  12 D
SMDG0009454-473717   2.43934 -47.62130   6.55  -0.32  -0.52   2.75 0 0.60  -0.07  -0.00   0.07 0 0.56  -0.06  -0.08   0.38 0  51.82  -7.81   0.00   7.75 0  26.29  -0.56   0.17   0.07 0  25.56  -0.42   0.10   0.09 0  25.37  -0.56   0.21   0.06 0  21.18  -0.65   0.18   0.04 0  20.46  -0.45   0.11   0.07 0  20.26  -0.58   0.21   0.04 0 0 0.02 0.05 0.03 0.02   0.29 0     0 none     0.0  0.00    0   0 D
SMDG0009521+044249   2.46702   4.71359  12.49  -0.48  -0.27   1.54 0 0.62  -0.03   0.00   0.03 0 0.73  -0.04  -0.02   0.10 0  50.32  -2.57   0.00   2.62 0  25.15  -0.19   0.03   0.07 0  24.48  -0.17   0.02   0.06 0  24.11  -0.18   0.03   0.07 0  18.86  -0.24   0.04   0.07 0  18.19  -0.22   0.03   0.07 0  17.82  -0.21   0.03   0.08 0 0 0.03 0.09 0.06 0.03   0.50 0     0 none     0.0  0.00    0   0 D
SMDG0010178-565702   2.57417 -56.95065   5.34  -0.03  -1.42   5.62 0 0.86  -0.08  -0.02   0.08 0 1.32   0.01  -0.34   0.96 0  -3.11 -27.93   0.00  30.41 0  24.64  -1.01   0.39  -0.00 0  23.91  -0.88   0.31  -0.00 0  23.59  -0.85   0.31   0.01 0  20.86  -0.76   0.28  -0.00 0  20.14  -0.63   0.20   0.02 0  19.81  -0.60   0.18   0.05 0 0 0.01 0.05 0.03 0.02   0.35 0  9454 z_est   41.1 11.16  528  13 D
SMDG0010288-565602   2.62016 -56.93387   5.87  -0.24  -0.77   3.62 0 0.68  -0.09  -0.01   0.09 0 0.64  -0.05  -0.14   0.57 0  -4.58 -14.54   0.00  13.71 0  26.21  -0.71   0.21   0.06 0  25.52  -0.56   0.16   0.08 0  25.69  -0.96   0.45  -0.09 0  21.34  -0.83   0.25   0.01 0  20.64  -0.63   0.17   0.04 0  20.82  -1.04   0.50  -0.14 0 0 0.01 0.05 0.03 0.02   0.27 0  9495 z_est   43.5 11.30  530  12 D
SMDG0010458-570100   2.69078 -57.01643   6.15   0.52  -3.17   8.87 0 0.79  -0.09  -0.03   0.09 0 1.15   0.04  -0.46   0.98 0 -39.93 -24.43   0.00  25.60 0  25.61  -1.01   0.45  -0.00 0  25.11  -1.04   0.46  -0.01 0  25.05  -1.22   0.66  -0.16 0  21.32  -1.09   0.56  -0.13 0  20.82  -1.11   0.57  -0.14 0  20.76  -1.32   0.74  -0.27 0 0 0.01 0.05 0.03 0.02   0.20 0  9495 z_est   64.1  0.00  530  12 D
SMDG0010493-055003   2.70550  -5.83404   6.46  -0.26  -0.59   3.13 0 0.79  -0.05  -0.01   0.05 0 1.09  -0.03  -0.12   0.47 0 -54.66 -10.73   0.00  11.08 0  24.72  -0.54   0.16   0.03 0  24.05  -0.45   0.14   0.03 0  23.72  -0.44   0.13   0.06 0  20.20  -0.50   0.13   0.05 0  19.53  -0.39   0.09   0.06 0  19.20  -0.37   0.08   0.08 0 0 0.03 0.10 0.07 0.04   0.49 0     0 none     0.0  0.00    0   0 D
SMDG0011013+025027   2.75538   2.84084   6.64  -0.29   0.01   0.50 0 0.62  -0.03   0.01   0.03 0 0.84  -0.05  -0.01   0.09 0   5.12  -2.42   0.00   2.32 0  24.34  -0.23   0.04   0.05 0  23.95  -0.23   0.04   0.06 0  23.78  -0.25   0.04   0.09 0  19.62  -0.19   0.00   0.07 0  19.23  -0.18   0.00   0.08 0  19.05  -0.19   0.01   0.11 0 0 0.02 0.08 0.05 0.03   0.56 0     0 none     0.0  0.00    0   0 D
SMDG0011160-105749   2.81664 -10.96351   5.34  -0.29  -0.07   0.72 0 0.65  -0.05   0.01   0.05 0 1.01  -0.05  -0.03   0.20 0   7.93  -3.63   0.00   3.36 0  24.11  -0.32   0.08   0.04 0  23.70  -0.37   0.09   0.05 0  23.48  -0.37   0.09   0.09 0  20.09  -0.22   0.02   0.08 0  19.67  -0.22   0.01   0.09 0  19.45  -0.22   0.01   0.12 0 0 0.04 0.13 0.09 0.05   0.52 0     0 none     0.0  0.00    0   0 D
SMDG0012196-065144   3.08178  -6.86234   6.51   0.14  -2.25   7.60 0 0.73  -0.08  -0.02   0.08 0 1.11   0.01  -0.34   0.85 0  74.03 -14.64   0.00  15.98 0  25.36  -0.84   0.34   0.04 0  24.43  -0.68   0.23   0.04 0  23.90  -0.56   0.17   0.06 0  20.95  -0.90   0.36  -0.04 0  20.02  -0.66   0.20   0.03 0  19.49  -0.48   0.13   0.08 0 0 0.03 0.11 0.08 0.04   0.30 0     0 none     0.0  0.00    0   0 D
SMDG0013443+181205   3.43455  18.20131   6.41  -0.34  -0.14   1.12 0 0.91  -0.05  -0.01   0.05 0 0.77  -0.05  -0.03   0.18 0 -48.28 -31.28   0.00  27.60 0  25.25  -0.30   0.08   0.05 0  24.73  -0.28   0.08   0.05 0  24.34  -0.29   0.09   0.07 0  20.07  -0.31   0.08   0.05 0  19.55  -0.31   0.08   0.05 0  19.16  -0.28   0.07   0.08 0 0 0.04 0.14 0.10 0.05   0.48 0     0 none     0.0  0.00    0   0 D
SMDG0013516-354412   3.46490 -35.73663   6.61  -0.34   0.06   0.36 0 0.84  -0.03  -0.00   0.03 0 0.74  -0.05  -0.00   0.07 0 -67.39  -7.22   0.00   7.19 0  24.67  -0.19   0.04   0.05 0  24.47  -0.23   0.05   0.06 0  24.30  -0.27   0.07   0.08 0  19.47  -0.19   0.02   0.06 0  19.27  -0.23   0.03   0.07 0  19.10  -0.25   0.05   0.09 0 0 0.01 0.04 0.03 0.02   0.55 0     0 none     0.0  0.00    0   0 D
SMDG0013582-424841   3.49243 -42.81140   6.30  -0.31   0.01   0.47 0 0.56  -0.04   0.01   0.04 0 0.85  -0.05  -0.01   0.10 0 -79.81  -2.07   0.00   2.03 0  24.29  -0.23   0.04   0.05 0  23.79  -0.22   0.04   0.06 0  23.44  -0.22   0.03   0.09 0  19.80  -0.18  -0.00   0.08 0  19.30  -0.16  -0.01   0.08 0  18.95  -0.16  -0.00   0.11 0 0 0.01 0.03 0.02 0.01   0.56 0     0 none     0.0  0.00    0   0 D
SMDG0014178+042137   3.57406   4.36018   6.52  -0.28   0.03   0.29 0 0.68  -0.03   0.01   0.03 0 0.86  -0.04  -0.00   0.07 0 -29.55  -2.32   0.00   2.19 0  24.01  -0.20   0.03   0.03 0  23.61  -0.20   0.03   0.04 0  23.32  -0.21   0.03   0.06 0  19.26  -0.17  -0.00   0.06 0  18.85  -0.16  -0.00   0.06 0  18.57  -0.17   0.00   0.09 0 0 0.02 0.07 0.05 0.03   0.58 0     0 none     0.0  0.00    0   0 D
SMDG0014180+280248   3.57488  28.04670   7.90  -0.22   0.06   0.07 0 0.51  -0.02   0.01   0.02 0 0.57  -0.04   0.02   0.01 0  63.07  -0.89   0.00   0.90 0  24.08  -0.15   0.01   0.04 0  23.76  -0.14   0.00   0.05 0  23.51  -0.15   0.01   0.07 0  18.78  -0.14  -0.01   0.05 0  18.46  -0.12  -0.01   0.06 0  18.22  -0.14  -0.01   0.08 0 0 0.03 0.11 0.08 0.04   0.57 0     0 none     0.0  0.00    0   0 D
SMDG0014182+024636   3.57604   2.77671   7.97  -0.36  -0.15   1.03 0 0.52  -0.04   0.01   0.04 0 0.95  -0.05  -0.03   0.16 0  10.69  -1.94   0.00   2.06 0  24.44  -0.27   0.06   0.06 0  23.49  -0.20   0.04   0.04 0  23.83  -0.29   0.08   0.10 0  19.69  -0.22   0.02   0.08 0  18.74  -0.15   0.00   0.07 0  19.08  -0.24   0.04   0.11 0 0 0.02 0.08 0.05 0.03   0.54 0     0 none     0.0  0.00    0   0 D
SMDG0014239-585122   3.59977 -58.85605   5.96  -0.31  -0.16   1.00 0 0.77  -0.04   0.00   0.04 0 1.08  -0.04  -0.05   0.23 0  25.24  -5.92   0.00   5.87 0  24.19  -0.38   0.10   0.03 0  23.72  -0.38   0.10   0.03 0  23.39  -0.36   0.10   0.06 0  19.86  -0.28   0.04   0.06 0  19.39  -0.28   0.04   0.07 0  19.07  -0.25   0.03   0.09 0 0 0.01 0.04 0.03 0.01   0.54 0  9318 z_est   35.6 10.90  170   7 D
SMDG0014281+051423   3.61694   5.23960   5.67  -0.36  -0.24   1.52 0 0.46  -0.06   0.02   0.06 0 0.93  -0.08  -0.07   0.33 0  82.04  -2.89   0.00   2.76 0  24.81  -0.47   0.12   0.09 0  24.15  -0.40   0.11   0.09 0  23.84  -0.39   0.10   0.11 0  20.89  -0.30   0.05   0.10 0  20.24  -0.24   0.02   0.11 0  19.93  -0.25   0.02   0.16 0 0 0.02 0.08 0.06 0.03   0.38 0     0 none     0.0  0.00    0   0 D
SMDG0014373-073238   3.65552  -7.54392   5.72  -0.31  -0.14   0.94 0 0.67  -0.05   0.01   0.05 0 1.01  -0.05  -0.05   0.23 0  12.14  -4.19   0.00   4.04 0  24.31  -0.36   0.09   0.05 0  23.75  -0.35   0.09   0.05 0  23.41  -0.33   0.08   0.08 0  20.11  -0.27   0.03   0.08 0  19.55  -0.22   0.02   0.08 0  19.21  -0.21   0.01   0.11 0 0 0.04 0.12 0.08 0.04   0.52 0     0 none     0.0  0.00    0   0 D
SMDG0014522-350511   3.71749 -35.08628   8.44  -0.35  -0.23   1.42 0 0.53  -0.04   0.01   0.04 0 0.98  -0.05  -0.04   0.19 0 -43.56  -2.11   0.00   2.23 0  24.50  -0.28   0.07   0.06 0  24.31  -0.33   0.09   0.06 0  24.11  -0.37   0.12   0.09 0  19.66  -0.24   0.03   0.08 0  19.47  -0.31   0.07   0.08 0  19.27  -0.35   0.09   0.10 0 0 0.02 0.05 0.04 0.02   0.53 0     0 none     0.0  0.00    0   0 D
SMDG0015055-070147   3.77280  -7.02978   8.74  -0.40  -0.36   1.73 0 0.85  -0.06  -0.01   0.06 0 0.52  -0.05  -0.03   0.16 0  68.45 -18.19   0.00  20.68 0  26.34  -0.37   0.10   0.06 0  25.64  -0.28   0.08   0.07 0  25.16  -0.32   0.12   0.06 0  20.20  -0.44   0.16   0.02 0  19.50  -0.35   0.11   0.04 0  19.02  -0.38   0.14   0.04 0 0 0.04 0.12 0.08 0.04   0.30 0     0 none     0.0  0.00    0   0 D
SMDG0015089-031837   3.78700  -3.31034  10.03  -0.18  -1.87   5.93 0 0.84  -0.04  -0.01   0.04 0 1.36  -0.02  -0.19   0.47 0  15.67 -12.21   0.00  11.90 0  24.48  -0.48   0.20   0.00 0  24.02  -0.48   0.20   0.01 0  23.75  -0.49   0.21   0.02 0  19.42  -0.58   0.25  -0.01 0  18.96  -0.58   0.25   0.00 0  18.69  -0.59   0.26  -0.00 0 0 0.04 0.13 0.09 0.05   0.49 0  6313 z_est   46.7 11.35  156   3 D
SMDG0015208+200027   3.83669  20.00761   9.68  -0.25   0.05   0.22 0 0.60  -0.02   0.00   0.02 0 0.68  -0.03   0.01   0.02 0  84.11  -1.14   0.00   1.15 0  24.03  -0.14   0.01   0.04 0  23.63  -0.14   0.01   0.04 0  23.42  -0.15   0.01   0.06 0  18.27  -0.15   0.00   0.05 0  17.87  -0.14  -0.00   0.05 0  17.66  -0.16  -0.00   0.07 0 0 0.03 0.11 0.08 0.04   0.57 0  2270 specz   18.2  9.90    0   0 D
SMDG0015213+010428   3.83864   1.07443  10.40  -0.26   0.06   0.24 0 0.62  -0.02   0.00   0.02 0 0.55  -0.03   0.01   0.02 0 -55.30  -1.29   0.00   1.35 0  24.39  -0.18   0.00   0.04 0  24.20  -0.16   0.00   0.06 0  24.12  -0.16   0.01   0.08 0  18.25  -0.17  -0.00   0.05 0  18.07  -0.17  -0.01   0.06 0  17.98  -0.18   0.00   0.09 0 0 0.02 0.08 0.06 0.03   0.57 0  2048 specz   17.6  9.87    0   0 D
SMDG0015408-065346   3.92009  -6.89624   7.52  -0.30  -0.28   1.45 0 0.63  -0.04   0.01   0.04 0 1.17  -0.04  -0.06   0.25 0 -75.83  -2.59   0.00   2.72 0  24.02  -0.36   0.10   0.03 0  23.58  -0.36   0.10   0.03 0  23.34  -0.37   0.10   0.05 0  19.56  -0.27   0.04   0.06 0  19.13  -0.27   0.04   0.07 0  18.89  -0.28   0.05   0.09 0 0 0.03 0.11 0.08 0.04   0.55 0     0 none     0.0  0.00    0   0 D
SMDG0015543+280911   3.97643  28.15298   5.80  -0.22   0.08   0.04 0 0.83  -0.02   0.00   0.02 0 0.66  -0.04   0.02   0.02 0 -54.48  -3.59   0.00   3.79 0  24.03  -0.13   0.01   0.04 0  23.76  -0.15   0.01   0.05 0  23.55  -0.14   0.02   0.07 0  18.99  -0.12  -0.00   0.05 0  18.71  -0.13  -0.00   0.06 0  18.50  -0.13  -0.00   0.08 0 0 0.03 0.11 0.08 0.04   0.57 0     0 none     0.0  0.00    0   0 D
SMDG0015546+164532   3.97734  16.75875   6.35  -0.36  -0.09   0.86 0 0.89  -0.05  -0.01   0.05 0 0.76  -0.05  -0.03   0.15 0 -50.09 -20.43   0.00  18.52 0  25.18  -0.27   0.07   0.05 0  24.48  -0.24   0.05   0.05 0  24.20  -0.25   0.07   0.07 0  20.02  -0.27   0.06   0.06 0  19.33  -0.23   0.04   0.06 0  19.05  -0.24   0.05   0.08 0 0 0.05 0.18 0.12 0.07   0.49 0     0 none     0.0  0.00    0   0 D
SMDG0015597-051313   3.99885  -5.22033   7.42  -0.21   0.08   0.05 0 0.87  -0.02   0.00   0.02 0 0.57  -0.03   0.01   0.01 0 -11.94  -3.89   0.00   4.02 0  24.14  -0.13   0.01   0.03 0  23.86  -0.13   0.01   0.04 0  23.41  -0.13   0.01   0.04 0  18.39  -0.13   0.00   0.04 0  18.11  -0.13  -0.00   0.05 0  17.67  -0.13  -0.00   0.06 0 0 0.03 0.10 0.07 0.04   0.57 0     0 none     0.0  0.00    0   0 D
SMDG0016093-552916   4.03890 -55.48783   7.39  -0.12   0.02   0.05 0 0.69  -0.01   0.00   0.01 0 0.24  -0.03   0.01  -0.01 0 -65.44  -1.14   0.00   1.17 0  24.01  -0.13   0.00   0.03 0  23.76  -0.12  -0.00   0.04 0  23.59  -0.13  -0.00   0.05 0  18.14  -0.11  -0.00   0.03 0  17.89  -0.13  -0.00   0.04 0  17.72  -0.12  -0.00   0.06 0 0 0.01 0.05 0.03 0.02   0.54 0 10765 z_est   50.3 11.48  105   5 D
SMDG0016176+295947   4.07332  29.99626   6.48  -0.32  -0.25   1.52 0 0.79  -0.04  -0.00   0.04 0 1.09  -0.04  -0.07   0.28 0 -68.78  -7.17   0.00   7.48 0  24.34  -0.42   0.11   0.03 0  23.64  -0.34   0.09   0.03 0  23.11  -0.29   0.08   0.05 0  19.83  -0.34   0.07   0.06 0  19.13  -0.27   0.04   0.06 0  18.60  -0.21   0.03   0.08 0 0 0.05 0.15 0.10 0.06   0.53 0  6577 z_est   29.5 10.59  746  17 D
SMDG0016212-074944   4.08845  -7.82875   5.50  -0.30  -0.04   0.67 0 0.53  -0.05   0.01   0.05 0 0.91  -0.06  -0.02   0.18 0  70.14  -2.40   0.00   2.32 0  24.35  -0.30   0.07   0.07 0  23.81  -0.30   0.07   0.07 0  23.50  -0.27   0.06   0.10 0  20.32  -0.20   0.01   0.09 0  19.79  -0.17  -0.01   0.10 0  19.48  -0.17  -0.00   0.14 0 0 0.04 0.13 0.09 0.05   0.50 0     0 none     0.0  0.00    0   0 D
SMDG0016359-025156   4.14939  -2.86560   7.17  -0.09  -2.04   6.29 0 0.46  -0.07   0.02   0.07 0 1.48  -0.04  -0.34   0.87 0  49.37  -3.64   0.00   3.57 0  24.40  -1.02   0.40   0.04 0  23.81  -0.97   0.37   0.04 0  23.46  -0.93   0.36   0.05 0  20.96  -0.63   0.22   0.05 0  20.37  -0.58   0.19   0.05 0  20.02  -0.54   0.18   0.07 0 0 0.04 0.13 0.09 0.05   0.27 0     0 none     0.0  0.00    0   0 D
SMDG0016433-043054   4.18037  -4.51501   8.63   0.26  -2.83   7.27 0 0.46  -0.07   0.01   0.07 0 1.14  -0.02  -0.29   0.67 0 -52.94  -4.54   0.00   4.65 0  25.57  -0.75   0.31   0.05 0  25.28  -0.85   0.36   0.02 0  24.82  -0.87   0.40  -0.01 0  21.11  -0.77   0.37  -0.05 0  20.81  -0.89   0.47  -0.10 0  20.36  -0.87   0.45  -0.09 0 0 0.03 0.09 0.06 0.03   0.21 0     0 none     0.0  0.00    0   0 D
SMDG0016505+031017   4.21025   3.17139   7.87  -0.31   0.04   0.31 0 0.52  -0.03   0.01   0.03 0 0.70  -0.05   0.01   0.05 0 -44.15  -1.45   0.00   1.49 0  24.46  -0.19   0.02   0.06 0  24.07  -0.17   0.02   0.06 0  24.01  -0.20   0.03   0.11 0  19.33  -0.17  -0.01   0.07 0  18.94  -0.16  -0.00   0.08 0  18.88  -0.17   0.01   0.12 0 0 0.02 0.08 0.06 0.03   0.56 0     0 none     0.0  0.00    0   0 D
SMDG0017267-084254   4.36136  -8.71513   5.98  -0.12   0.02   0.08 0 0.48  -0.02   0.01   0.02 0 0.31  -0.06   0.03  -0.01 0 -77.81  -0.72   0.00   0.68 0  24.20  -0.13   0.00   0.05 0  23.23  -0.07  -0.01   0.05 0  22.13  -0.09  -0.01   0.03 1  19.25  -0.11   0.00   0.05 0  18.28  -0.06  -0.01   0.06 0  17.18   0.04  -0.01   0.10 1 0 0.04 0.13 0.09 0.05   0.55 0     0 none     0.0  0.00    0   0 D
SMDG0017388-091605   4.41179  -9.26811   6.50  -0.29  -0.21   1.47 0 0.59  -0.05   0.01   0.05 0 1.02  -0.05  -0.06   0.28 0  89.91  -3.35   0.00   3.25 0  24.47  -0.38   0.10   0.06 0  23.87  -0.34   0.08   0.05 0  23.57  -0.34   0.09   0.08 0  20.13  -0.30   0.04   0.08 0  19.53  -0.23   0.03   0.08 0  19.23  -0.23   0.03   0.12 0 0 0.05 0.17 0.11 0.06   0.51 0     0 none     0.0  0.00    0   0 D
SMDG0017464-043420   4.44335  -4.57210   6.56  -0.35  -0.00   0.53 0 0.86  -0.04  -0.00   0.04 0 0.68  -0.06  -0.01   0.10 0 -48.88 -12.19   0.00  10.76 0  25.17  -0.22   0.05   0.06 0  24.77  -0.24   0.05   0.06 0  24.67  -0.29   0.09   0.09 0  19.86  -0.22   0.03   0.06 0  19.46  -0.24   0.04   0.06 0  19.36  -0.31   0.08   0.08 0 0 0.03 0.10 0.07 0.04   0.51 0     0 none     0.0  0.00    0   0 D
SMDG0018432-081748   4.67986  -8.29659   5.35  -0.15   0.04   0.11 0 0.49  -0.03   0.01   0.03 0 0.46  -0.07   0.03  -0.01 0 -11.01  -1.07   0.00   1.01 0  24.35  -0.14   0.00   0.06 0  23.98  -0.15   0.00   0.08 0  23.70  -0.13  -0.01   0.10 0  19.78  -0.10  -0.01   0.07 0  19.41  -0.12  -0.01   0.08 0  19.12  -0.11  -0.01   0.10 0 0 0.03 0.11 0.07 0.04   0.57 0     0 none     0.0  0.00    0   0 D
SMDG0018539-074217   4.72451  -7.70480   7.23   0.18  -3.95   9.23 1 0.53  -0.09   0.00   0.09 1 1.62  -0.09  -0.47   0.98 1  -2.43  -8.85   0.00   7.36 1  25.03  -1.15   0.51   0.15 1  24.28  -1.11   0.49   0.11 1  23.87  -1.17   0.55   0.04 1  21.65  -1.00   0.55  -0.13 1  20.90  -0.93   0.49  -0.07 0  20.50  -0.90   0.45  -0.07 0 0 0.04 0.12 0.09 0.05   0.10 1     0 none     0.0  0.00    0   0 D
SMDG0019089+144217   4.78702  14.70459   5.95  -0.28  -0.02   0.60 0 0.77  -0.04   0.00   0.04 0 0.98  -0.04  -0.03   0.14 0  43.11  -4.73   0.00   5.12 0  24.17  -0.29   0.07   0.04 0  23.80  -0.31   0.07   0.04 0  23.61  -0.33   0.08   0.07 0  19.67  -0.22   0.02   0.06 0  19.30  -0.23   0.02   0.07 0  19.11  -0.24   0.03   0.10 0 0 0.05 0.18 0.12 0.07   0.56 0     0 none     0.0  0.00    0   0 D
SMDG0019121-033156   4.80043  -3.53214   8.52  -0.37  -0.15   1.13 0 0.63  -0.04   0.00   0.04 0 0.81  -0.05  -0.03   0.14 0 -72.55  -3.03   0.00   3.17 0  24.89  -0.25   0.05   0.07 0  24.47  -0.25   0.05   0.07 0  24.21  -0.26   0.06   0.09 0  19.56  -0.25   0.04   0.07 0  19.14  -0.25   0.04   0.07 0  18.88  -0.26   0.05   0.09 0 0 0.03 0.10 0.07 0.04   0.52 0     0 none     0.0  0.00    0   0 D
SMDG0019268-403452   4.86182 -40.58100   5.75  -0.28   0.05   0.26 0 0.88  -0.03  -0.00   0.03 0 0.83  -0.05  -0.00   0.07 0  63.24  -8.75   0.00   8.49 0  24.27  -0.19   0.04   0.03 0  23.88  -0.21   0.04   0.04 0  23.70  -0.23   0.05   0.06 0  19.46  -0.17   0.01   0.06 0  19.07  -0.18   0.01   0.07 0  18.89  -0.20   0.02   0.08 0 0 0.01 0.03 0.02 0.01   0.57 0     0 none     0.0  0.00    0   0 D
SMDG0019346-070150   4.89416  -7.03064   5.37  -2.24   0.50  -0.68 1 0.73   0.05   0.04  -0.05 1 0.24   0.31   0.07  -0.02 1 -68.35  87.77   0.00  -5.73 1 -99.99 -99.99 -99.99 -99.99 1  24.23  -0.11   0.00   0.05 0  23.88  -0.12   0.00   0.07 0 -99.99 -99.99 -99.99 -99.99 1  19.01  -0.11   0.00   0.05 0  18.65  -0.14   0.00   0.06 0 0 0.04 0.14 0.09 0.05  -0.27 1     0 none     0.0  0.00    0   0 D
SMDG0019521-031020   4.96709  -3.17230   5.58  -0.23  -0.54   2.43 0 0.86  -0.09  -0.01   0.09 0 0.73  -0.05  -0.10   0.43 0 -79.92 -30.41   0.00  33.29 0  25.84  -0.52   0.17   0.07 0  25.14  -0.42   0.12   0.08 0  24.83  -0.44   0.15   0.09 0  20.95  -0.59   0.18   0.03 0  20.24  -0.44   0.11   0.05 0  19.94  -0.47   0.13   0.07 0 0 0.03 0.11 0.07 0.04   0.37 0     0 none     0.0  0.00    0   0 D
SMDG0019531-042119   4.97113  -4.35523   5.79  -0.29  -0.18   1.28 0 0.59  -0.05   0.01   0.05 0 1.10  -0.05  -0.07   0.30 0 -43.39  -3.07   0.00   2.91 0  24.16  -0.41   0.11   0.05 0  23.67  -0.42   0.12   0.05 0  23.39  -0.41   0.11   0.08 0  20.23  -0.27   0.03   0.08 0  19.74  -0.24   0.02   0.09 0  19.46  -0.24   0.02   0.13 0 0 0.02 0.07 0.05 0.03   0.50 0     0 none     0.0  0.00    0   0 D
SMDG0019531-510945   4.97134 -51.16257   5.66  -0.32  -0.20   1.15 0 0.69  -0.05   0.01   0.05 0 1.09  -0.04  -0.07   0.29 0  15.29  -4.55   0.00   4.66 0  24.18  -0.42   0.11   0.04 0  23.54  -0.38   0.10   0.04 0  23.18  -0.35   0.09   0.07 0  20.12  -0.29   0.04   0.07 0  19.48  -0.22   0.02   0.08 0  19.11  -0.21   0.01   0.10 0 0 0.02 0.06 0.04 0.02   0.51 0     0 none     0.0  0.00    0   0 D
SMDG0019587-032321   4.99441  -3.38907  11.58  -0.21  -1.57   4.88 0 0.51  -0.05   0.01   0.05 0 0.92  -0.04  -0.11   0.31 0 -62.15  -3.59   0.00   3.50 0  25.69  -0.37   0.13   0.07 0  25.11  -0.35   0.12   0.07 0  24.76  -0.40   0.16   0.07 0  20.08  -0.49   0.20   0.03 0  19.51  -0.47   0.18   0.03 0  19.16  -0.50   0.20   0.03 0 0 0.03 0.11 0.07 0.04   0.34 0     0 none     0.0  0.00    0   0 D
SMDG0020000-032403   4.99977  -3.40095   6.83  -0.33  -0.50   2.40 0 0.59  -0.07  -0.00   0.07 0 0.53  -0.07  -0.07   0.32 0 -46.63  -7.00   0.00   7.01 0  26.37  -0.54   0.16   0.07 0  25.61  -0.38   0.10   0.09 0  25.12  -0.36   0.11   0.11 0  21.17  -0.63   0.18   0.03 0  20.41  -0.42   0.11   0.07 0  19.92  -0.38   0.11   0.09 0 0 0.03 0.11 0.07 0.04   0.28 0     0 none     0.0  0.00    0   0 D
SMDG0020127-443839   5.05290 -44.64404   8.08  -0.32  -0.27   1.61 0 0.86  -0.03  -0.00   0.03 0 1.17  -0.03  -0.05   0.22 0 -68.10  -9.03   0.00   8.30 0  24.04  -0.33   0.10   0.02 0  23.60  -0.31   0.10   0.02 0  23.39  -0.34   0.10   0.03 0  19.08  -0.31   0.07   0.04 0  18.64  -0.31   0.06   0.05 0  18.43  -0.34   0.08   0.05 0 0 0.01 0.03 0.02 0.01   0.57 0     0 none     0.0  0.00    0   0 D
SMDG0021031+004446   5.26280   0.74614   6.13  -0.23  -0.80   3.69 0 0.69  -0.09  -0.01   0.09 0 0.61  -0.06  -0.13   0.53 0  -0.14 -14.85   0.00  15.06 0  26.36  -0.71   0.21   0.05 0  25.70  -0.59   0.18   0.07 0  25.43  -0.67   0.27   0.03 0  21.33  -0.87   0.29  -0.01 0  20.67  -0.71   0.20   0.03 0  20.41  -0.75   0.30  -0.00 0 0 0.02 0.08 0.05 0.03   0.24 0     0 none     0.0  0.00    0   0 D
